770926920;"House of the Seven Gables";1940;Unrated;83;;"George Sanders";"Margaret Lindsay";"Vincent Price";"Nan Grey";"Dick Foran"
770940873;"House Divided";2000;R;101;;"Jennifer Beals";"Lisa Gay Hamilton";"Sam Waterston";"Tim Daly";"Shirley Douglas"
770976906;"House of Voices";2004;R;100;;"Virginie Ledoyen";;;;
771202669;"House of the Wolf Man";;Unrated;75;;"Ron Chaney";"Dustin Fitzsimons";"Jeremie Loncka";"Sara Raftery";"Cheryl Rodes"
770882386;"House of Death";1982;R;88;;"Jennifer Chase";"William T. Hicks";"Jody Kay";"Susan Kiger";"Martin Tucker"
770979524;"House of Morecock";2001;Unrated;60;;;;;;
771351967;"House Hunting";2013;R;102;;"Marc Singer";"Art LaFleur";"Hayley DuMond";"Janey Gioiosa";"Paul McGill"
312345420;"Road House 2: Last Call";2006;R;86;;"Johnathon Schaech";"Jake Busey";"Will Patton";;
770940706;"House of Love";2000;R;86;;;;;;
770682812;"House of Evil,(Dance of Death)";1968;PG;89;;"Manuel Alvarado";"Arturo Fernandez";Julissa;"Boris Karloff";"Angel Espinosa"
770719848;"House Gory";2006;Unrated;97;;"Thavachai Minmukda";"Chutima Avery";"Jarin Vongraen";;
770858657;"House Of Cards Trilogy Iii: The Final Cut";1995;Unrated;200;;"David Ryall";"Diane Fletcher";"Erika Hoffman";"Ian Richardson";"Isla Blair"
770903779;"House in the Hills";1993;R;89;;"Michael Madsen";"Helen Slater";"James Laurenson";"Elyssa Davalos";"Jeffrey Tambor"
771015416;"House of the Rising Punk";1998;Unrated;60;;"New York Dolls";"Joey Ramone";"The Stooges";"Patti Smith";Blondie
771356349;"House Of Good And Evil";2013;Unrated;109;"After a family tragedy in the chaotic city, Chris and Maggie Conley, in a last-ditch effort to save their dying marriage purchase an isolated home in the deepest woods, to which they quickly discover evil has a key.";"Christian Oliver";"Marietta Marich";"Rachel Lewis";"Bo Keister";"Rob Neukirch"
770714578;"House of Grace";2005;R;83;;"Larry Flash Jenkins";"Brandi Magee";"Randolph Brooks";"Malik Barnhardt";"Ethel M. Austin"
770790207;"House on the Waterfront (Le Port du desir)";1959;Unrated;94;;"Jean Gabin";"Andree Debar";"Henri Vidal";"Edith Georges";"Leopoldo Frances"
770907815;"House of Horrors";1946;Unrated;65;;"Virginia Christine";"Byron Foulger";"Howard Freeman";"Joan Fulton";"Bill Goodwin"
770681749;"House of Life";2007;Unrated;52;;"Claire Bloom";;;;
770813958;"House of Bones";2009;Unrated;83;;;;;;
770928475;"House Made of Dawn";1996;Unrated;77;;"John Saxon";"Judith Doty";;;
771369759;"House Of Bodies";2013;Unrated;80;"Detective Starks investigates mysterious murders very similar to those committed by the incarcerated serial killer Henry Lee Bishop. As Starks tries to crack through Bishop's creepy demeanor to get answers, a young deaf boy finds himself witness to a college girl fighting to stay alive on a voyeur house website -- webcast from the very house where Bishop committed the murders years before.";"Terrence Howard";"Alexz Johnson";"Harry Zittel";"George Katt";"Francisco Pino"
770684424;"House of Secrets";1937;Unrated;70;;"Leslie Fenton";"Muriel Evans";"Noel Madison";"Sidney Blackmer";"Morgan Wallace"
770815246;"House of Fallen";2009;R;95;;"Corbin Bernsen";"C. Thomas Howell";"Richard Fullerton";"William Gregory Lee";"Ken Arnold"
770917916;"House on Todville Road";1995;R;;;;;;;
770713114;"House of Danger";1934;Unrated;62;;"Onslow Stevens";"Janet Chandler";"James Bush";"Des Roberts";"Howard Lang"
770905376;"House on Chelouche Street";1973;PG;120;;"Gila Almagor";"Shai Ophir";"Joseph Shiloach";"Michael Bat-Adam";
770931859;"House of the Black Death";1965;Unrated;89;;"John Carradine";"Lon Chaney Jr";"Dolores Faith";"Andrea King";Sabrina
770939537;"House of the Damned";1999;Unrated;80;;"Theresa Mak";"Helena Lo";"Wan Tin-Chiu";;
770981071;"House of the Dead";1978;PG;100;;"John Ericson";"Charles Aidman";"Bernard Fox";"Ivor Francis";"Burr De Benning"
770997167;"House on Dead Lane";2007;Unrated;172;;"Jon McBride";"Bob Dennis";;;
770795305;"House Arrest";2008;Unrated;;;"Cordele Taylor";"Willie Macc";"Tabitha Brown";"Fred Burns";"Courtney Black"
770810493;"House on Bare Mountain (Night on Bare Mountain)";1962;Unrated;62;;"Ann Myers";"Bob Cresse";"Laura Eden";;
770854599;"House on a Hill";2001;Unrated;90;;"Philip Baker Hall";"Laura San Giacomo";"Shirley Knight";"Rebecca Staab";"Henry Rollins"
770859294;"House On Trubnaya (dom Na Trubnoy)";1928;Unrated;81;;"Vera Maretskaya";"Vladimir Fogel";"Yelena Tyapkina";"Sergei Komarov";"Anel Sudakevich"
770882383;"House Across the Bay";1940;Unrated;88;;"George Raft";"Joan Bennett";"Lloyd Nolan";"Gladys George";"Walter Pidgeon"
770882394;"House of the Yellow Carpet";1983;Unrated;90;;"Beatrice Romand";"Erland Josephson";"Vittorio Mezzogiorno";"Milena Vukotic";
770882399;"House That Vanished";1973;R;84;;"Andrea Allan";"Peter Forbes-Robertson";"Karl Lanchbury";"Judy Matheson";"Maggie Walker"
770940011;"House That Screamed";1999;Unrated;90;;;;;;
770969805;"House of Bernarda Alba";1987;Unrated;103;;"Ana Belen";"Florinda Chico";;;
771221569;"House of Sin";2011;Unrated;80;"A mysterious man known only as ""The Mage"" presides over a house where men and women go to cast off the shackles of polite society, and indulge their wildest, most debauched fantasies. Anything goes in the House of Sin. Won't you come in? ~ Jason Buchanan, Rovi";"Dap C";"No Redemption";;;
771268970;"House Arrest";2012;R;104;;"Aki Aleong";"Chico Benymon";"Cory Blevins";"Shelli Boone";"Olivia Brown"
771269326;"House Guest";2012;Unrated;15;;;;;;
771361622;"House of Last Things";2013;Unrated;110;"A mind-bending thriller set in Portland, Oregon about an unspoken tragedy and its effects on a house, its temporary caretakers and the owners, a classical music critic and his wife on a recuperative trip to Italy.";"Lindsey Haun";"Blake Berris";"RJ Mitte";"Randy Schulman";"Diane Dalton"
